street_address,sale_price,mls_number,County,City,Subdivision,home_type,Floor_Plan,Bedrooms,Full_Baths,Half_Baths,Yr_Blt,Above_Grade_Finished_SF,Above_Grade_Finished_Source,Below_Grade_Finished_SF,Below_Grade_Finished_Source,Lot_Size,District,Fr_Pl,Fireplace,Bsmnt?,Bsmnt,Garage/Parking?,Construct,Arc_Style,Roof_desc,Lot_Desc,Floodpl,City_Limits,Cent air,Heating,Cooling,Water,Sewer,Warranty
"215 W North Avenue Belton, MO 64012",95000,2216526,Cass,Belton,Scott & Colberns,Single Family,Bungalow,2,1,0,1952,870,RPR,0,RPR,0.189738292011019,Belton,0,,0,Crawl Space,1,Wood Siding,Traditional,Composition,"City Lot, Corner Lot, Treed",0,1,0,Forced Air Gas,Window Unit(s),City/Public,City/Public,
"17104 Monte Verde Drive Belton, MO 64012",95000,2172010,Cass,Belton,West Belton,Single Family,Ranch,3,1,0,1957,760,Public Record,0,Public Record,0.424242424242424,Belton,0,,1,"Crawl Space, Inside Entrance, Partial",1,Vinyl Siding,Traditional,Composition,"City Lot, Level, Treed",0,1,1,Forced Air Gas,Central Electric,City/Public,City/Public,
"215 W North Avenue Belton, MO 64012",95000,2216526,Cass,Belton,Scott & Colberns,Single Family,Bungalow,2,1,0,1952,870,RPR,0,RPR,0.189738292011019,Belton,0,,0,Crawl Space,1,Wood Siding,Traditional,Composition,"City Lot, Corner Lot, Treed",0,1,0,Forced Air Gas,Window Unit(s),City/Public,City/Public,
"304 Baldwin Street Belton, MO 64012",95000,2168906,Cass,Belton,Lacy Estates,Single Family,Ranch,3,1,1,1955,888,Public Record,0,Other,0.215335169880624,Belton,0,,1,"Concrete, Full, Walk Out",0,Vinyl Siding,Traditional,Composition,City Lot,0,0,1,Forced Air Gas,Central Electric,City/Public,City/Public,
"101 S F Highway Garden City, MO 64747",95000,2164879,Cass,Garden City,Gross Add,Single Family,Ranch,4,1,0,1990,1008,Public Record,0,Agent,0.52,Sherwood,0,,1,Block,0,Board/Batten,,Composition,,0,0,1,Central Electric,Central Electric,City/Public,City/Public,
"37107 E 179th Street Pleasant Hill, MO 64080",95000,2184812,Cass,Pleasant Hill,Other,Single Family,Ranch,3,2,0,1964,1296,Other,0,Other,2,Pleasant Hill,1,Living Room,1,"Full, Not Finished, Walk Out",1,Lap,Traditional,Composition,"Acreage, Pond(s)",0,0,1,Propane Gas,Attic Fan,Cistern,Septic,
"219 N Randolph Street Pleasant Hill, MO 64080",95000,2200044,Cass,Pleasant Hill,Millers Second,Single Family,Ranch,2,2,0,1990,1024,RPR,1024,RPR,0.192837465564738,Pleasant Hill,0,,1,"Finished, Full, Walk Out",1,Vinyl Siding,Traditional,Composition,City Lot,0,1,1,Forced Air Gas,Central Electric,City/Public,City/Public,
"3 Eavey Circle Harrisonville, MO 64701",97000,2169504,Cass,Harrisonville,Eavey Circle,Single Family,1.5 Stories,2,1,0,1955,1544,Public Record,0,Public Record,0.23,Harrisonville,0,,0,Slab,1,"Frame, Wood Siding",Traditional,Composition,"City Limits, City Lot, Cul-De-Sac, Treed",0,0,1,Forced Air Gas,Central Electric,City/Public,City/Public,
"700 West Street Harrisonville, MO 64701",97900,2214127,Cass,Harrisonville,Christopher Add,Single Family,Ranch,2,1,0,1900,884,Public Record,0,Public Record,0.266115702479339,Harrisonville,0,,0,Crawl Space,0,Frame,Traditional,Composition,"City Limits, City Lot, Level",0,1,0,Forced Air Gas,Window Unit(s),City/Public,City/Public,
"703 Green Street Harrisonville, MO 64701",98000,2197283,Cass,Harrisonville,Jacks Add,Single Family,Bungalow,2,2,0,1940,1232,Public Record,0,Public Record,0.45,Harrisonville,1,Family Room,1,"Concrete, Full, Inside Entrance",1,"Frame, Lap",Traditional,Composition,"Corner Lot, Estate Lot",0,1,1,Forced Air Gas,Central Electric,City/Public,City/Public,
"402 W Innes Street Pleasant Hill, MO 64080",99000,2230416,Cass,Pleasant Hill,Strasburg,Single Family,Ranch,2,1,0,1978,728,Public Record,0,Public Record,0.286960514233241,Pleasant Hill,0,,0,Crawl Space,1,Cedar,Traditional,Composition,,0,1,1,Central Electric,Central Electric,City/Public - Verify,Septic,
"507 Margaret Lane Belton, MO 64012",99000,2167876,Cass,Belton,Tierney,Single Family,Ranch,2,1,1,1990,912,Public Record,0,Public Record,0.218549127640037,Belton,0,,0,Crawl Space,1,Vinyl Siding,Traditional,Composition,"City Limits, Treed",0,1,1,Forced Air Gas,Central Electric,City/Public - Verify,City/Public,
"604 Jennifer Lane Garden City, MO 64747",99800,2203414,Cass,Garden City,Ky Le Vista Estates,Single Family,Ranch,3,1,1,1973,1400,Owner,0,Other,0.283516988062443,Sherwood,1,Wood Burning,0,,0,Vinyl Siding,Traditional,Composition,,0,0,1,"Central Electric, Heat Pump","Attic Fan, Central Electric",City/Public,City/Public,
"17249 Chestnut Drive Belton, MO 64012",100000,2218435,Cass,Belton,West Belton,Single Family,Ranch,4,1,0,1980,912,Public Record,0,Public Record,0.360743801652893,Belton,0,,0,Slab,0,Wood Siding,Traditional,Composition,"City Lot, Treed",0,0,1,Forced Air Gas,Central Electric,City/Public,City/Public,
"104 W 4th Street Freeman, MO 64746",100000,2169861,Cass,Freeman,Freeman,Single Family,Ranch,2,1,0,1950,791,Public Record,0,Other,0.388429752066116,Cass-Midway,0,,1,"Inside Entrance, Not Finished, Partial",0,Vinyl Siding,Traditional,Composition,"City Lot, Level, Treed",0,1,0,Baseboard,Window Unit(s),City/Public - Verify,City/Public,
"302 N Jeffreys Street Pleasant Hill, MO 64080",101500,2155078,Cass,Pleasant Hill,Millers Second,Single Family,Bungalow,4,1,0,1883,1692,Public Record,0,,0.29247015610652,Pleasant Hill,1,"Great Room, Wood Burn Stove",1,"Cellar, Partial",0,Frame,"Traditional, Victorian",Composition,"City Lot, Corner Lot",0,1,1,"Forced Air Gas, Wood Burn Aux",Central Electric,City/Public,City/Public,
"3 Belmo Drive Belton, MO 64012",102000,2223053,Cass,Belton,Belmo Gardens,Single Family,Ranch,3,1,0,1954,960,Public Record,0,Public Record,0.137741046831956,Belton,0,,0,,0,Block,Traditional,Composition,,0,0,0,Central Gas,Central Gas,City/Public,City/Public,
"3 Belmo Drive Belton, MO 64012",102000,2223053,Cass,Belton,Belmo Gardens,Single Family,Ranch,3,1,0,1954,960,Public Record,0,Public Record,0.137741046831956,Belton,0,,0,,0,Block,Traditional,Composition,,0,0,0,Central Gas,Central Gas,City/Public,City/Public,
"305 Spruce Street Garden City, MO 64747",102000,2188785,Cass,Garden City,Gross Add,Single Family,Bungalow,2,1,0,1930,1100,Public Record,0,Public Record,0.322314049586777,Sherwood,0,,0,Crawl Space,0,"Metal Siding, Vinyl Siding",Traditional,Composition,"City Limits, City Lot, Level, Treed",0,1,1,Central Gas,Central Electric,City/Public,City/Public,
"102 Holden Street East Lynne, MO 64743",102500,2160867,Cass,East Lynne,Other,Single Family,Ranch,4,2,0,1935,1508,Public Record,0,Other,0.286501377410468,Harrisonville,0,,0,Slab,0,Wood Siding,Traditional,Metal,"City Lot, Corner Lot, Treed",0,1,1,Central Electric,Central Electric,City/Public,City/Public,
"10 S 5th Street Cleveland, MO 64734",103000,2215086,Cass,Cleveland,Other,Single Family,Ranch,3,1,0,1971,1040,Public Record,0,Other,0.448,Cass-Midway,0,,1,"Concrete, Full, Inside Entrance",1,Board/Batten,,Composition,,0,1,1,Central Gas,"Attic Fan, Central Electric",City/Public,City/Public,
"34411 S Butcher Road Archie, MO 64725",103000,2203784,Cass,Archie,Other,Single Family,Ranch,1,1,0,1982,1220,Public Record,0,Public Record,5,Archie,1,Living Room,1,Partial,0,Frame,Traditional,Composition,"Acreage, Pond(s), Wooded",0,0,1,Forced Air Electric,Central Electric,City/Public,Septic,
"400 N Harrison Street Freeman, MO 64746",103000,2192922,Cass,Freeman,Freeman,Single Family,Bungalow,2,1,0,1900,1327,Public Record,0,Other,0.349862258953168,Cass-Midway,0,,0,"Block, Crawl Space",1,Frame,Contemporary,Metal,"City Limits, City Lot, Corner Lot, Treed",0,1,1,"Central Gas, Forced Air Gas",2 or More,City/Public,City/Public,
"709 S Oakland Street Harrisonville, MO 64701",103000,2200395,Cass,Harrisonville,Logan Subdivision,Single Family,Bungalow,3,2,0,1915,928,Public Record,0,Public Record,0.310032139577594,Harrisonville,0,,1,"Block, Partial",1,Frame,Traditional,Composition,City Lot,0,0,1,Forced Air Gas,Central Electric,City/Public,City/Public,
"1403 Blueberry Drive Harrisonville, MO 64701",103000,2193730,Cass,Harrisonville,Parkwood East,Single Family,Split Entry,3,2,0,1970,1052,Public Record,438,Public Record,0.206611570247934,Harrisonville,0,"Basement, Wood Burn Stove",1,Concrete,1,Vinyl Siding,Other,Composition,,0,1,1,"Central Electric, Wood Burn Stove",Central Electric,City/Public,City/Public,
"204 S Washington Street Freeman, MO 64746",105000,2217945,Cass,Freeman,Freeman,Single Family,Bungalow,3,2,0,1910,1084,Public Record,0,Public Record,0.247933884297521,Cass-Midway,0,,0,Crawl Space,0,Frame,,Composition,"City Lot, Level, Treed",0,0,1,Central Gas,Central Electric,City/Public,City/Public,
"123 Hollywood Boulevard Belton, MO 64012",105000,2202099,Cass,Belton,Georgia Lane,Single Family,Ranch,2,1,0,1954,768,Other,0,Other,0.220844811753903,Belton,0,,0,Crawl Space,1,Vinyl Siding,Traditional,Composition,"City Lot, Level, Treed",0,0,1,Central Gas,Central Electric,City/Public,City/Public,
"1605 S Independence Street Harrisonville, MO 64701",105000,2217501,Cass,Harrisonville,Other,Single Family,Ranch,3,1,0,1955,1032,Public Record,0,Public Record,0.327134986225895,Harrisonville,0,,0,"Crawl Space, Slab",1,"Frame, Vinyl Siding",Traditional,Composition,"City Lot, Corner Lot",1,0,1,Forced Air Gas,Central Electric,City/Public,City/Public,
"123 Hollywood Boulevard Belton, MO 64012",105000,2202099,Cass,Belton,Georgia Lane,Single Family,Ranch,2,1,0,1954,768,Other,0,Other,0.220844811753903,Belton,0,,0,Crawl Space,1,Vinyl Siding,Traditional,Composition,"City Lot, Level, Treed",0,0,1,Central Gas,Central Electric,City/Public,City/Public,
"400 E Chestnut Street Harrisonville, MO 64701",105000,2189290,Cass,Harrisonville,Org Town Of Harrisonville,Single Family,Ranch,2,2,0,1913,1224,Public Record,0,Public Record,0.305785123966942,Harrisonville,0,,0,Crawl Space,1,Wood Siding,Traditional,Composition,"City Lot, Level, Treed",0,1,1,Natural Gas,Central Gas,City/Public,City/Public,
"210 N Ohio Street Archie, MO 64725",105000,2164817,Cass,Archie,Archie,Single Family,Ranch,2,1,0,1979,988,Public Record,0,Public Record,0.34435261707989,Archie,0,,1,Full,0,Frame,Traditional,Composition,City Lot,0,0,1,Heat Pump,"Attic Fan, Central Electric",City/Public,City/Public,
"201 Gale Street Belton, MO 64012",105000,2175281,Cass,Belton,Southside Manor,Single Family,Raised Ranch,3,2,1,1955,1275,Public Record,400,Public Record,0.276400367309458,Belton,0,,1,"Concrete, Full, Walk Up",1,"Frame, Vinyl Siding",A-Frame,Composition,,0,0,1,Central Gas,Central Electric,City/Public,City/Public,
"31900 S McClain Road Harrisonville, MO 64701",105000,2191368,Cass,Harrisonville,Other,Single Family,Ranch,3,2,0,1993,1232,Public Record,0,Public Record,2,Archie,0,,1,"Concrete, Full, Other",0,"Frame, Wood Siding",Traditional,Composition,Acreage,0,0,1,Central Electric,Central Gas,Rural,Septic,
"17605 Montgall Drive Belton, MO 64012",106500,2206326,Cass,Belton,West Belton,Single Family,Ranch,3,1,1,1960,1152,Public Record,0,Public Record,0.386776859504132,Belton,0,,0,Slab,0,Vinyl Siding,Traditional,Composition,Level,0,0,1,Forced Air Gas,Central Electric,City/Public,City/Public,
"507 3 Street Belton, MO 64012",107000,2189102,Cass,Belton,Orig Belton,Single Family,Bungalow,2,1,0,1918,896,Public Record,0,Public Record,0.147658402203857,Belton,0,,0,Crawl Space,0,Frame,Traditional,Composition,,0,0,1,Forced Air Gas,Central Electric,City/Public,City/Public,
"105 E South Street Harrisonville, MO 64701",107000,2181044,Cass,Harrisonville,Org Town Of Harrisonville,Single Family,Ranch,2,1,0,1955,684,Public Record,0,Public Record,0.316804407713499,Harrisonville,0,,0,,1,Frame,Traditional,Composition,"City Lot, Treed",0,0,1,"Forced Air Gas, Natural Gas",Central Electric,City/Public,City/Public,
"207 Colony Avenue East Lynne, MO 64743",107000,2205606,Cass,East Lynne,Colony Estates,Single Family,Ranch,3,2,0,2003,1276,Public Record,0,Other,0.234343434343434,East Lynne,0,,0,Slab,1,Vinyl Siding,Traditional,Composition,City Lot,0,0,1,"Central Electric, Heat Pump",Central Electric,City/Public,City/Public,
"16105 Terry Avenue Belton, MO 64012",107700,2206788,Cass,Belton,Norman Tracts,Single Family,Ranch,2,1,0,1978,810,Public Record,0,Public Record,0.34435261707989,Belton,0,,0,Crawl Space,1,"Frame, Vinyl Siding",Traditional,Composition,"City Lot, Level, Treed",0,1,0,Forced Air Gas,Window Unit(s),City/Public,City/Public,
"34809 E 315th Street Garden City, MO 64747",108000,2190051,Cass,Garden City,Other,Single Family,Bungalow,3,2,0,2000,1404,Public Record,0,Other,4.7,Sherwood,0,,0,Slab,1,Vinyl Siding,Traditional,Composition,"Acreage, City Limits, Level",0,1,1,Forced Air Gas,Central Electric,Rural,"Lagoon, Septic",
"309 Grand Street Belton, MO 64012",108150,2167516,Cass,Belton,Grand Hill,Single Family,Ranch,3,2,0,1960,1352,Public Record,0,Public Record,0.120615243342516,Belton,0,,1,"Full, Stubbed for Bath, Walk Out",0,Board/Batten,Traditional,Composition,"City Lot, Cul-De-Sac",0,0,1,Natural Gas,Central Gas,City/Public,City/Public,
"17205 Chula Vista Drive Belton, MO 64012",108600,2179174,Cass,Belton,West Belton,Single Family,1.5 Stories,3,1,0,1961,1530,RPR,0,RPR,0.424242424242424,Belton,0,,1,"Block, Concrete, Not Finished",1,Vinyl Siding,Traditional,Composition,,0,1,1,Central Gas,"Central Electric, Window Unit(s)",City/Public,City/Public,
"1700 Lee Lane Pleasant Hill, MO 64080",109000,2172830,Cass,Pleasant Hill,Sunnyside Add,Single Family,Raised Ranch,3,1,1,1960,1080,Public Record,0,Other,0.230004591368228,Pleasant Hill,0,,1,"Concrete, Full, Walk Out",1,"Board/Batten, Frame",Traditional,Composition,City Lot,0,1,1,"Central Gas, Forced Air Gas","Attic Fan, Central Electric",City/Public,City/Public,
"105 W 4th Street Peculiar, MO 64078",109300,2163793,Cass,Peculiar,Kenwood Estates,Single Family,Raised Ranch,3,2,0,1985,1008,,0,,0.172176308539945,Raymore-Peculiar,0,,1,"Concrete, Garage Entrance, Inside Entrance",1,Vinyl Siding,Traditional,Composition,,0,0,1,Central Gas,"Attic Fan, Central Electric",City/Public,City/Public,
"408 Lexington Road Pleasant Hill, MO 64080",109500,2206680,Cass,Pleasant Hill,Country Club West,Single Family,Ranch,3,2,1,1960,1152,Public Record,0,Agent,0.255394857667585,Pleasant Hill,1,Living Room,1,"Concrete, Full",1,"Frame, Vinyl Siding",Traditional,Composition,Corner Lot,0,1,1,Forced Air Gas,Central Electric,City/Public - Verify,City/Public,
"1808 Parkwood Drive Harrisonville, MO 64701",109900,2199705,Cass,Harrisonville,Parkwood East,Single Family,Raised Ranch,3,2,0,1990,1066,Public Record,480,Agent,0.28,Harrisonville,0,,1,Full,1,Frame,Traditional,Composition,"City Lot, Treed",0,0,1,Central Gas,Central Electric,City/Public,City/Public,
"304 Grand Street Belton, MO 64012",109900,2199497,Cass,Belton,Grand Hill,Single Family,Ranch,3,2,0,1960,1352,Other,0,Other,0.3,Belton,0,,0,Crawl Space,0,Frame,Traditional,Composition,"City Lot, Cul-De-Sac",0,0,1,Central Gas,Central Electric,City/Public,City/Public,
"200 N Lake Avenue Harrisonville, MO 64701",110000,2215293,Cass,Harrisonville,Org Town Of Harrisonville,Single Family,Ranch,2,1,0,1950,954,Public Record,0,Public Record,0.151515151515152,Harrisonville,0,,0,Crawl Space,0,"Frame, Wood Siding",Traditional,Composition,"City Lot, Level, Treed",0,1,1,Forced Air Gas,Central Electric,City/Public,City/Public,
"313 N Jeffreys Street Pleasant Hill, MO 64080",110000,2197829,Cass,Pleasant Hill,Millers Second,Single Family,Bungalow,2,1,0,1900,1120,Public Record,0,Public Record,0.160697887970615,Pleasant Hill,0,,1,"Full, Inside Entrance, Walk Up",1,"Brick & Frame, Wood Siding",Traditional,Composition,"City Limits, City Lot, Level",0,1,1,"Central Gas, Forced Air Electric",Central Electric,City/Public,City/Public,
"302 S Washington Street Raymore, MO 64083",110000,2187934,Cass,Raymore,Other,Single Family,Ranch,2,1,0,1951,1107,RPR,0,RPR,0.172176308539945,Raymore-Peculiar,0,,0,,0,"Block, Lap",Traditional,Composition,"City Lot, Corner Lot, Level, Treed",0,0,1,Forced Air Gas,Central Electric,City/Public,City/Public,
"112 Monroe Avenue Belton, MO 64012",110000,2198465,Cass,Belton,Valley High,Single Family,Split Entry,3,2,0,1978,1242,Public Record,0,Owner,0.186524334251607,Belton,1,Living Room,1,Partial,1,Wood Siding,Traditional,Composition,City Lot,0,1,1,Forced Air Gas,Central Electric,City/Public,City/Public,
"207 Brookside Drive Belton, MO 64012",110000,2176666,Cass,Belton,Lacy Estates,Single Family,Ranch,3,2,0,1963,1112,Public Record,0,Public Record,0.220959595959596,Belton,0,,1,"Full, Partial",1,Board/Batten,Traditional,Composition,"City Limits, Treed",0,0,1,"Central Electric, Forced Air Gas",Central Electric,City/Public,City/Public,
"34100 E 189th Street Pleasant Hill, MO 64080",110000,2205942,Cass,Pleasant Hill,Other,Single Family,Ranch,3,2,0,1992,1320,Public Record,0,Public Record,5,Pleasant Hill,0,,0,Crawl Space,0,Wood Siding,Traditional,Metal,"Acreage, Level, Pond(s)",1,1,1,Central Electric,Central Electric,Rural - Verify,Septic,
"704 N 3rd Street Drexel, MO 64742",110000,2159867,Cass,Drexel,Stuart City,Single Family,Ranch,3,1,1,1966,1316,Public Record,0,Public Record,0.360422405876951,Drexel,0,,1,"Concrete, Full",1,"Lap, Wood Siding",Traditional,Composition,City Lot,0,1,1,Central Gas,Central Electric,City/Public,City/Public,
"505 N Prairie Lane Raymore, MO 64083",110000,2203990,Cass,Raymore,Raymore,Single Family,Ranch,3,2,0,1990,1344,Appraisal,0,Appraisal,3,Raymore-Peculiar,0,,1,"Inside Entrance, Not Finished, Walk Out",1,Other,Other,Composition,"Acreage, Level",0,0,1,"Central Gas, Propane Gas",Central Electric,City/Public,Septic,
"200 Westside Drive Belton, MO 64012",112000,2189159,Cass,Belton,Lacy Estates,Single Family,Split Entry,3,2,0,1960,1580,Public Record,0,Public Record,0.23801652892562,Belton,0,,1,Concrete,1,"Frame, Metal Siding",Traditional,Composition,"Corner Lot, Treed",0,1,1,"Forced Air Gas, Natural Gas",Central Electric,City/Public,City/Public,
"206 N Taylor Street Pleasant Hill, MO 64080",112000,2168178,Cass,Pleasant Hill,Millers Addition,Single Family,1.5 Stories,3,1,0,1883,1250,Public Record,0,Public Record,0.172176308539945,Pleasant Hill,1,Electric,0,Crawl Space,1,Frame,Traditional,Composition,City Lot,0,0,1,Forced Air Gas,Central Electric,City/Public,City/Public,
"203 S Halsey Avenue Harrisonville, MO 64701",112000,2210374,Cass,Harrisonville,Harrisonville,Single Family,Ranch,2,1,0,1955,872,Public Record,0,Public Record,0.358126721763085,Harrisonville,0,,0,Crawl Space,1,Board/Batten,Traditional,Composition,"City Lot, Treed",0,1,1,Forced Air Gas,Central Electric,City/Public,City/Public,
"423 E Ash Street Drexel, MO 64742",112000,2215130,Cass,Drexel,Hattens Add,Single Family,Ranch,3,2,0,1965,1218,Public Record,0,Public Record,0.345454545454545,Drexel,0,,1,Full,1,Brick & Frame,Traditional,Composition,,0,0,1,Central Electric,Central Electric,City/Public,City/Public,
"1807 Stacy Road Harrisonville, MO 64701",112500,2171097,Cass,Harrisonville,Parkwood South,Single Family,Raised Ranch,3,1,0,1990,1004,Public Record,0,Public Record,0.256198347107438,Harrisonville,0,,1,"Concrete, Inside Entrance",1,"Board/Batten, Frame",Traditional,Composition,"City Lot, Corner Lot, Treed",0,1,1,"Forced Air Gas, Natural Gas",Central Electric,City/Public,City/Public,
"110 Short Street Garden City, MO 64747",113000,2160836,Cass,Garden City,Garden West,Single Family,Split Entry,3,1,1,1989,1764,Public Record,588,Public Record,0.41,Sherwood,0,,0,Crawl Space,0,Vinyl Siding,Contemporary,Composition,"City Limits, City Lot, Cul-De-Sac",0,1,1,Central Electric,"Attic Fan, Central Electric",City/Public,City/Public,
"126 S Randolph Street Pleasant Hill, MO 64080",114180,2228250,Cass,Pleasant Hill,Millers 1st,Single Family,Ranch,2,1,0,1925,676,RPR,0,RPR,0.241046831955923,Pleasant Hill,0,,0,Cellar,1,Wood Siding,,"Composition, Metal",City Lot,0,1,1,Central Gas,Central Electric,City/Public,City/Public,
